100 4950
33 22 0.445
84 10 2.617
68 12 1.090
59 55 4.738
89 51 6.257
24 17 0.104
44 20 1.768
53 45 5.361
86 82 4.758
64 40 4.160
57 23 5.877
67  4 0.287
60  1 9.052
68 57 3.003
65  4 2.615
97 33 0.947
97 38 9.658
68 52 5.068
61 42 4.797
58 47 5.728
70 46 5.499
92 11 1.137
27  3 0.607
73 16 3.910
58  9 6.008
59 17 3.170
85 62 6.372
91  3 2.460
84 35 4.077
40 33 10.043
98 88 7.974
75 28 6.131
69 47 3.760
63 56 8.454
29 24 4.694
53 35 4.317
61 27 4.816
89 25 8.115
11  7 3.108
48 46 7.168
83  2 7.301
20  3 1.411
88 74 5.439
81 31 0.457
87  4 0.987
72 48 4.154
99 48 7.531
43 17 3.751
66 62 7.405
79 64 5.770
82 17 9.828
95 78 6.767
95 27 5.975
26  9 6.745
80 10 2.800
70 15 6.832
54 40 6.273
85 14 4.543
71 59 1.924
82 33 1.438
89 42 9.210
82 63 8.610
35  7 9.810
97 89 5.883
58 43 3.534
57 22 0.303
81 67 2.678
39 14 0.182
53 40 4.235
81 29 8.082
74 19 2.274
54 24 9.065
98 86 8.112
76 16 6.168
85 41 8.056
93 66 0.825
81 38 3.070
72 64 2.681
51 28 6.802
82 18 4.835
92 59 7.964
69 50 6.985
95 53 2.546
25 24 1.074
70 39 1.560
95 67 8.948
70 55 8.012
70 23 0.628
53 26 7.902
31  9 1.394
81 53 7.754
36 25 5.284
34  5 6.891
67 32 0.336
74 72 3.698
98 17 9.745
76  4 4.647
28  7 4.467
61  7 0.228
15  4 3.294
68 67 8.656
97 78 9.004
98 91 6.678
38 29 0.632
53 21 1.216
98 61 1.118
87 83 4.614
78 10 6.121
91 51 1.664
82 38 7.807
96 14 4.512
98 81 9.924
24 22 2.650
17 10 5.650
84 51 9.235
80 19 6.195
69 23 3.768
75 15 1.162
31 25 0.337
90 31 8.339
62  5 3.842
95 51 6.202
91 36 2.591
77 29 7.484
32  3 1.954
50  1 3.701
16  9 0.261
40 17 5.936
93 75 3.219
35 33 4.121
92 64 8.869
92 88 5.082
94 62 5.921
11  4 2.263
89 20 4.701
43 37 8.543
19  4 2.936
41 22 3.838
74 55 10.082
87 67 5.299
88 34 7.934
59 51 0.577
84 42 5.203
58 20 8.201
78 74 2.068
68 43 4.098
47 38 7.973
66 31 5.850
80 16 2.159
90 79 2.709
84 46 0.329
43 25 8.956
76 41 7.516
88 26 1.833
87 27 2.121
51 14 0.358
59 27 1.239
85 60 3.889
54 38 3.367
67 39 9.813
91 38 4.907
99 15 9.961
78 63 5.439
43 12 4.604
26 11 7.660
82 76 3.166
48 47 4.514
81 49 7.332
91 59 4.556
86  6 5.317
94 83 2.278
50 26 5.825
93 89 0.481
22  6 9.958
71  9 9.030
76 44 6.870
97 47 7.557
79 68 9.982
69 51 0.487
36  4 0.373
53 47 4.121
87 69 4.492
86 69 8.377
14  9 2.897
91 78 0.439
95  1 0.722
82 30 0.570
21  5 3.158
71 20 1.875
82 81 1.695
20  4 6.331
51 13 3.487
57 11 2.542
42  9 3.193
68 47 10.002
95 80 2.547
22 20 9.115
54  9 1.409
90 16 2.125
94 47 10.055
88 85 1.815
16  7 3.413
28 24 1.798
96  2 7.669
72 31 3.972
21 14 2.939
88 87 9.885
85 43 2.410
32  1 8.962
88 83 8.399
84 32 2.727
63 26 2.515
95 21 3.059
36 32 2.179
68 50 3.282
73 19 4.763
78 62 1.954
23 13 3.181
16  4 9.171
34 23 4.629
75  6 4.489
78  2 9.845
88 52 0.666
97 73 3.940
45  6 7.351
69 14 6.410
95 42 3.921
65 26 1.874
55 42 6.956
51 50 4.481
90 87 0.990
83 44 4.572
 8  3 4.369
80  9 4.918
90 14 3.962
81 32 4.252
58 39 0.908
97 96 9.794
73 55 9.494
75 51 7.646
35 10 2.345
72  5 2.340
90 13 4.304
79 70 9.966
37 10 4.105
73 43 4.991
97 58 7.060
28 18 7.972
66 60 3.530
88 45 2.053
41 26 6.720
83 33 7.142
66 50 9.396
90 30 3.993
75  3 3.661
88 80 8.499
52 49 3.461
73 26 7.726
80 62 7.583
43 33 2.908
45 30 5.071
40 24 8.210
99 29 0.441
51 12 3.727
61 56 5.291
70  8 5.907
56 25 2.816
84 58 1.192
69 39 5.974
79 46 3.582
46 26 8.618
63 36 8.106
42 29 8.239
76 45 2.593
53 37 4.811
31 14 8.525
52 13 6.634
91 20 8.121
86 80 2.701
61 15 9.136
77 54 5.568
59 23 3.216
66 59 1.922
52  2 6.902
66 32 2.130
20  0 8.777
28 23 9.055
59  1 1.354
46 27 7.873
86 30 5.111
71 35 3.248
27  6 9.224
63 28 7.691
52  5 9.089
87  8 8.882
93 64 0.203
93 15 8.184
47  0 2.364
67 45 2.788
16  6 4.172
88 17 7.352
64 11 1.999
79 33 2.784
98 75 2.220
62 26 2.137
83 59 4.907
68 11 0.445
67 37 5.410
50 23 3.798
42 15 3.816
80 34 7.005
11 10 2.780
11  1 7.847
65 12 7.845
57 45 7.614
59 32 3.060
50 25 7.753
64 56 1.648
22 16 1.025
97 42 8.738
20  5 6.370
73 47 4.173
73  3 3.055
30  7 1.564
49 13 6.708
62 49 8.088
66  7 8.845
88  3 4.884
92 16 9.787
97 22 6.745
35 26 2.080
44 18 8.525
34  6 7.589
68 19 3.559
45 39 8.007
54 19 3.142
59  4 3.932
78 33 7.275
81 13 9.090
99  1 6.195
66  3 4.719
91 15 9.511
44 27 0.860
63 35 0.343
75 38 2.834
97 83 5.156
22  1 3.268
26 13 0.349
95 29 1.869
83 40 2.095
92 25 5.703
87 86 8.556
97 92 4.504
62 43 4.285
65 58 3.469
52 15 9.058
71 31 7.527
10  4 9.251
93 63 5.751
58 16 9.449
45  4 5.491
54 11 5.548
97 54 8.992
80 27 6.504
53 43 1.340
56 40 8.226
67 31 4.543
94 33 7.922
57 52 8.429
62  3 5.137
88  9 4.835
81 18 8.418
 8  1 6.536
30 16 3.630
51  6 3.686
52 24 2.554
34 26 0.355
71 17 5.628
69 40 5.946
73 62 7.906
96 66 9.881
25 19 8.738
29 23 9.313
89 40 6.034
72  8 6.823
63 24 1.224
35 31 5.215
81  6 0.574
52 16 4.865
72 58 2.627
19 10 3.164
98 19 5.038
96 54 0.742
72 69 5.750
79 50 9.018
91 67 6.153
93 44 9.710
24  3 9.711
27 15 7.356
45 12 3.745
74 17 7.521
74 39 4.103
52 25 6.064
46 30 2.549
86 12 1.389
64 36 0.615
72 38 9.921
84 56 5.210
99 54 9.111
40 26 3.324
69 62 1.327
70  7 2.880
66  5 0.120
70 36 7.526
99 69 4.708
29 10 0.129
12  7 6.625
99 32 0.264
97 55 5.763
88 57 5.623
27 25 8.212
65 39 7.120
60 47 6.947
99 33 2.180
96 88 7.508
13  3 6.400
69 59 1.764
94 76 5.176
38 34 5.993
50 33 9.106
37 17 4.326
84 12 1.121
58 19 5.831
33  9 4.512
47 46 8.371
92  2 3.697
88 79 6.322
44 10 8.134
63 53 5.468
52 10 2.215
77 48 0.536
81 62 4.922
28 10 7.142
63 39 6.110
49 11 6.595
97 25 6.926
60 51 6.705
55  0 0.747
32  4 4.497
80 41 3.062
71 23 8.831
52 46 1.398
85 78 7.279
97 51 0.915
98 33 0.899
90 65 0.734
44 31 2.861
88 60 7.934
68 48 1.768
36 23 8.327
62 47 5.155
27  1 7.100
95 39 7.651
98 82 3.773
83 64 1.619
50 35 2.602
82 26 1.108
31  2 7.081
98 46 0.362
81 52 9.503
34 31 0.640
29 15 1.434
20  1 4.319
76  5 5.584
91 37 2.311
87 66 6.664
99 97 8.681
78  4 1.698
61 28 6.265
14  0 4.068
49 36 0.106
82 45 0.361
66 20 9.346
42  3 8.866
74 24 4.857
77 11 2.011
89 86 0.757
69 48 0.363
95 87 9.616
92 78 3.403
72 65 1.582
73 23 3.456
82 47 8.477
82 56 7.851
44 23 5.471
69 49 1.197
79  2 5.866
96 28 4.227
42  2 8.721
92 81 9.393
53 27 0.872
76 12 4.752
36 20 3.692
72 47 4.702
29  7 6.919
61 43 1.252
82 21 8.160
17  9 3.979
80 72 7.974
94 40 1.375
68  6 1.910
93  7 9.470
86 66 3.047
67 64 2.826
78 17 6.705
83 75 6.254
49 25 5.585
68 18 8.661
22 12 3.896
78 41 2.204
14  2 6.584
79 36 5.477
45  7 3.299
71 63 6.609
70  9 3.009
84 55 6.341
83 21 3.435
85 38 8.852
67 19 3.839
58  7 1.722
74 47 7.103
92 54 6.829
95 63 5.857
79 40 0.902
72 46 2.930
73 67 2.699
41  9 7.326
38  9 9.414
77 37 1.264
78 20 4.588
80 33 1.500
26  5 1.070
26  4 0.593
77 74 4.860
64 49 6.646
67  8 0.457
28 26 3.170
64 43 8.770
34 29 9.320
99 84 6.954
84 27 6.415
69  9 3.837
36  0 1.000
86 68 4.746
98 30 7.294
93  4 1.404
93 69 7.835
43  0 3.679
54 44 9.274
92  8 8.574
68 64 3.062
99 86 1.461
54  4 7.919
60 38 2.058
86 22 1.190
74 43 5.563
76  2 7.846
27 23 3.392
29 18 2.494
45 25 7.586
94 70 6.733
82 16 2.881
78 23 5.539
23 12 3.614
72  0 7.924
56  3 2.647
50 11 8.323
88 14 3.903
94 39 8.304
23 18 7.917
75 12 4.131
40  0 9.231
99 44 4.723
73 15 1.618
73 63 0.525
84 63 4.032
90 27 1.161
93 36 10.093
79 23 7.626
10  9 3.767
48  4 5.121
23 17 6.316
72 33 4.716
94 42 4.789
76 40 9.678
79 54 6.715
38 36 0.801
86 56 4.934
54  1 3.001
93 16 4.182
89 41 8.109
70 43 3.312
98 76 5.367
73 18 5.031
47 30 2.404
45 19 8.124
14  4 1.066
59 30 7.239
91 14 9.250
53 30 6.999
81 19 2.988
42 25 3.360
55 23 9.438
61 46 9.269
80 60 1.252
75 61 9.565
72 21 1.584
25 14 0.607
88 25 5.820
18 12 3.783
82 49 4.351
94 41 2.901
61 49 5.973
79 34 2.135
83 32 2.593
88 64 3.991
79 72 5.762
83 20 9.765
89 43 10.005
62 11 3.711
22 13 9.985
33  2 9.394
74 10 9.971
91 86 7.444
73 38 2.973
95 32 1.411
31  0 0.347
92 80 3.540
92 47 8.308
93 83 9.924
27 26 6.922
59 18 9.054
48 33 1.128
91 61 2.367
37 31 6.627
93 79 8.897
45  2 4.390
91 72 6.988
46 23 7.655
81 77 7.465
47 24 4.528
26 14 4.574
66 21 0.529
56 16 6.122
76 73 8.335
50 34 1.224
86 23 6.245
48 10 4.291
 1  0 2.249
 5  4 0.666
96 27 8.814
20 17 2.813
73 66 6.029
44 37 3.885
41 27 3.994
83 61 5.097
81 68 3.651
88 58 9.641
72 67 1.798
89 18 3.119
76 34 1.930
72 37 0.603
63 20 8.938
76 43 9.932
71 10 0.250
75 23 7.780
92 29 5.033
83 29 5.612
22  4 5.426
94 88 3.640
51 26 8.526
75 10 2.772
78 57 7.475
90 34 3.714
74 58 8.715
17  8 4.419
91 24 1.384
98  8 9.904
90 80 4.072
64 22 9.846
71 53 7.552
80 76 5.033
83 52 7.669
88 38 6.935
93 62 7.144
49  0 9.146
89 33 5.578
86 84 9.356
99  9 3.990
34 21 0.361
84 80 2.518
81 57 8.422
43 19 9.187
60 25 6.115
63 25 7.710
76 66 9.344
45  9 7.501
42 40 4.700
95 81 8.913
60 23 3.570
27  2 7.147
45 17 5.062
71 55 2.026
63 40 0.273
95 19 5.404
50 22 5.616
49 20 2.874
13  9 4.767
68  5 8.904
83 49 5.465
84 28 9.658
68 49 6.649
32 16 2.098
80 63 1.950
79 51 3.900
39 27 9.439
45 38 3.584
81 42 3.522
58 12 1.258
53 52 4.524
65  3 5.190
92 20 0.928
56 26 5.320
87 31 3.810
74 49 2.740
88 23 6.656
88 76 1.780
97 12 6.839
34 27 8.465
93  3 3.146
91 90 8.211
55 28 1.426
49 24 9.537
69 68 7.648
44 34 0.688
95 62 1.480
57  7 7.849
34  3 0.533
67  9 5.297
73 70 5.118
22 21 0.204
74 69 9.526
77 22 8.357
53 32 4.581
65 43 2.455
71 37 0.736
78 56 8.708
91 28 6.640
94 66 0.100
70 33 6.164
51 16 9.903
40  6 4.175
79 29 4.353
92 57 4.836
94 27 6.704
40 29 5.889
77 43 1.106
91 11 3.728
89 72 2.319
89 26 7.353
93 61 7.589
64 16 0.806
91 26 5.233
79 41 7.550
46 20 1.969
62 13 7.688
84 47 5.388
18  6 6.899
54 18 3.410
79 28 7.973
33  4 6.729
61 40 1.806
71 48 6.667
57 48 8.571
94 64 3.223
84  2 4.580
36  2 4.024
99 73 2.083
97 13 1.869
88 77 0.850
79 24 4.772
97 57 5.119
34 20 7.404
93 52 5.481
87 64 4.264
82 72 4.380
85  2 8.805
78 16 3.416
37 35 6.532
75 60 5.776
59 39 6.652
82 36 3.835
58 57 0.930
58  6 3.537
47 10 8.299
61 52 4.743
67 21 4.616
69 18 0.173
52 35 0.547
94 26 7.240
23  7 4.273
68  1 3.348
94 63 2.014
95 45 9.350
40 39 6.203
76 60 5.776
67 57 9.364
98 74 10.098
88 20 7.501
97 79 3.187
49 41 1.303
26  6 8.005
48 41 9.609
88 44 0.272
98 28 8.280
48 15 8.449
94  1 9.321
97 31 6.603
44 14 2.080
79 21 3.766
92 75 6.534
56 47 8.811
42 33 3.433
85 26 6.215
77  1 1.303
68 30 8.997
68 16 1.011
35 29 5.128
 2  0 2.582
95 11 7.928
40 37 6.272
91 68 1.621
69 66 6.784
57  9 8.296
36 28 5.701
82  8 5.330
95 69 5.502
59 19 5.738
46  2 8.009
76 17 1.530
74 20 0.349
62 16 3.573
30  5 6.769
65 44 6.716
80 26 2.675
36 27 6.518
82 64 9.585
90 82 8.320
92 32 3.659
77 61 2.005
89 44 3.802
85 34 6.474
83 80 3.823
96 83 5.751
44 22 5.762
95  9 2.956
96 13 0.514
85 31 5.309
62  2 9.862
84  6 4.175
44  1 4.940
96 92 5.713
48 30 4.019
77 65 0.523
17 11 6.162
88 41 0.423
55 46 6.564
60 21 5.672
39 33 10.066
67 55 5.785
91 81 1.286
95  0 6.111
66  4 7.113
53 16 3.050
84 24 7.001
82 39 4.098
88 22 0.371
63 57 2.248
17  2 6.020
98  1 8.667
69 57 9.067
94  0 4.543
93  9 6.212
92 70 4.055
62 24 7.073
62 12 7.437
78 69 8.917
81 43 9.088
55 19 8.008
33  8 3.319
16  0 1.319
39 23 6.667
58 28 8.902
19  7 8.322
85 77 8.157
67 34 8.275
64 25 8.958
31 15 5.397
90 71 7.544
96 31 6.034
90 45 5.924
35 20 0.432
42 26 8.732
89 11 6.849
62 27 9.569
94 38 5.730
79 58 1.472
50 42 9.455
90 26 7.972
74 51 3.570
45 42 1.440
92 84 9.620
48  3 4.435
77 62 4.578
50 36 4.377
95  4 5.836
80  8 3.083
39  0 6.647
49 29 9.519
88 65 0.816
93 22 7.084
75  2 4.445
94 73 9.448
97 44 4.767
55 48 7.653
71 39 2.672
63 44 9.466
97 49 7.045
96 89 1.609
85 81 1.202
59 58 0.682
58 53 2.449
88 81 0.527
89 10 1.786
60  9 7.187
58 34 9.119
64 31 1.701
75 27 8.284
83 82 0.769
90 59 9.471
69 19 0.858
43 34 1.002
98 77 2.336
51 23 3.262
69 10 8.537
19 13 2.736
37 28 9.377
29  8 9.007
88 63 8.541
43 26 1.035
57 55 3.622
55 30 8.569
33  5 8.690
97  6 5.627
46 18 7.341
66 28 3.251
23  8 7.507
82 27 4.242
34 14 2.641
66 46 6.789
91  8 5.988
32  9 6.759
88 59 3.781
64 21 0.840
80 44 7.742
78 36 3.970
12 11 5.444
76 70 4.564
65 61 6.692
19 14 5.549
81 27 9.579
88 30 4.820
43 11 10.001
96  0 3.501
58  2 3.487
54 12 5.989
84  4 9.564
96 87 4.142
90 76 6.653
68 21 7.948
64 32 6.499
99 41 3.480
53 42 9.546
55 52 3.300
66 45 6.055
67 12 5.208
70  6 3.414
44 29 2.668
71 30 0.169
93 55 8.952
44 24 3.756
 8  5 4.737
47 23 5.941
74 26 9.416
73 24 0.988
87  1 6.297
80 35 8.464
82 60 5.829
84 61 8.762
70 10 5.164
54 23 5.511
35 25 3.981
73 60 8.881
74 48 1.827
90 44 3.800
83 30 2.743
84 39 1.184
44  2 2.459
57 34 8.125
41 13 1.990
86 27 9.763
75 52 1.134
86 34 1.123
54 45 2.910
31 22 7.143
76 51 0.247
29 27 0.677
88  5 6.324
84 60 4.027
15 13 7.941
46 34 9.349
82 35 6.590
68 13 1.911
71 14 1.614
60 14 8.515
78 47 6.567
68 33 5.382
55 25 5.798
91 25 8.839
59 44 1.002
98 53 2.192
64 23 5.761
73  7 4.785
72 12 7.986
76  7 2.030
94 49 6.882
62  7 0.571
98 43 2.545
60 16 6.642
44  3 1.476
75 46 9.133
83 34 5.148
72 54 5.996
84 37 8.895
95 20 7.701
93 53 3.896
52 48 9.955
96  1 9.233
44 25 2.441
50  2 5.036
73 72 4.327
37 29 3.071
48 28 7.120
51 39 6.517
57 16 8.822
37 24 1.160
41 31 0.574
53 13 0.618
59 34 8.530
45 43 6.566
27 18 7.865
93 32 1.481
40  4 9.345
89  9 6.942
97 27 6.339
60  7 0.727
25  4 4.914
96  3 5.062
88 21 5.708
51  1 4.291
73 35 7.618
27 22 6.242
92 13 7.608
86 73 7.057
43 10 7.805
90 57 8.728
19  6 4.984
14  6 4.437
84 73 4.164
96 17 7.639
75  5 1.108
90 67 6.801
60 31 2.583
56 37 2.662
82 19 0.612
24 13 4.027
58  3 9.091
93 86 6.574
65  2 2.736
71 50 9.944
60 32 8.644
99 42 8.487
69  6 9.831
97 29 7.522
32 22 4.413
57 27 3.209
63 50 8.964
91 32 3.784
41  2 3.227
49 22 7.373
41 29 9.728
75 68 4.717
40  9 8.212
81 79 2.195
94 68 5.325
82 24 0.782
81 21 5.354
65 15 7.731
81  7 2.528
64  4 8.219
76 72 3.305
89 88 6.428
82 57 8.541
98 47 4.733
54 52 7.152
13  6 9.274
64 61 2.636
92 44 8.386
99 10 7.582
90 19 9.166
44 26 2.610
20 18 4.735
78 12 10.060
85 59 8.425
22 17 7.169
89  4 7.703
63 55 3.013
25  6 1.993
79 20 3.955
41 36 4.294
58 11 2.637
53  7 3.120
74 15 0.528
92 21 6.811
66 33 4.033
76 33 3.130
38  5 8.463
76 50 2.207
82  4 8.358
91 19 0.459
80  0 1.871
46 40 8.670
95 23 3.960
64 30 5.240
94 18 2.189
76 20 9.433
13 11 9.298
74  9 0.600
92 15 9.052
48  6 8.312
80  7 5.109
84 64 4.949
58 32 8.245
23  9 5.093
68 45 1.226
92 89 5.518
88 13 0.963
59 16 6.710
86 50 9.586
79 38 2.954
85 42 2.918
81 75 1.395
70 26 7.483
76 13 0.455
89 34 4.259
68  3 6.032
53 33 5.679
85 36 6.906
64  1 1.781
63 19 0.712
78 14 7.635
14 12 5.229
83 25 5.918
69  0 8.507
87 68 2.807
58 40 7.090
41 16 2.676
76 63 5.891
50 37 7.411
32 18 8.549
64 55 1.352
90 46 5.763
41 30 0.676
46  9 6.275
32 15 9.383
87 75 4.216
99 21 1.562
67 23 5.728
37 12 5.979
50 30 3.611
93  2 3.449
26 20 1.143
25 13 5.299
52 11 6.493
67 58 2.711
82 25 3.217
52 23 2.596
83 54 9.567
75  8 2.112
21 17 6.011
42  6 1.359
77  4 9.958
72  9 2.738
99 96 0.414
98 94 7.655
87 51 3.593
49 30 0.727
86 14 2.087
81 56 2.202
79 27 0.685
92 36 2.304
74 57 0.349
95 15 1.167
14  5 5.865
77  0 1.214
54  5 5.257
86 31 1.928
47 22 5.466
23 10 2.482
54  8 5.939
37 27 0.472
68 32 1.566
48  9 5.220
74 73 4.980
27 14 4.148
32 14 3.405
57 51 3.103
79 59 2.182
86 76 1.606
67 50 1.490
49  9 3.941
75 59 7.293
47  2 1.046
53 17 5.871
43  8 4.252
88 11 4.066
29 11 1.280
74 60 7.284
85 75 3.656
81  2 8.043
80 79 2.738
83 15 1.619
34 18 2.811
60 36 6.519
77 60 9.080
59 46 0.243
90  1 8.559
35 16 8.308
65 24 2.189
89 13 4.097
93 51 7.337
60 15 9.987
90 15 2.496
36 13 4.576
59 48 2.295
68 54 8.340
68 24 5.684
63  3 0.191
25 22 5.914
65 54 1.727
99 50 1.437
89 66 2.778
74 64 2.450
89 60 6.857
68 28 5.414
77  6 1.352
99 93 0.912
85 83 6.493
69 15 6.632
78 77 2.587
37  6 6.842
94 69 9.314
42  5 1.203
48  5 1.543
79 57 9.287
71 15 3.620
68 61 5.940
33 15 4.482
30 19 0.147
95 26 4.691
64  5 4.488
16 15 5.054
69 17 5.602
92 52 0.497
92 79 6.183
71 62 6.180
70 40 3.654
49 40 1.050
98 58 5.472
39 10 4.811
36  6 3.255
56 48 8.161
93 68 5.702
53 48 7.360
77 63 1.678
53  3 6.658
95 59 7.522
78  8 7.259
41 17 2.733
95 94 7.842
33 27 4.671
38 32 2.814
80 18 7.284
52 39 4.677
10  6 9.816
92 14 1.112
56 43 2.973
95 31 5.419
68 40 4.511
58  8 8.138
99 51 5.037
90  6 9.719
55 26 6.289
93 47 2.870
57 13 4.286
98  4 5.117
96 39 9.882
71 25 1.053
70 69 4.363
99 59 8.998
63 54 2.399
97 35 1.963
31 13 5.527
62 44 6.820
85 58 10.046
86 40 6.667
42 41 3.792
61  3 2.268
81 34 5.069
79 52 4.244
85 30 10.062
82 10 8.307
21 15 6.362
55 51 3.714
70 37 5.069
59 28 5.561
28  5 7.653
58 45 8.183
36 10 6.703
38 27 6.144
62 14 6.572
87 20 3.444
92 83 5.993
92 41 7.855
37 25 3.747
92 76 1.706
77 34 0.269
77 15 9.252
95 82 7.846
24 12 6.498
84 22 4.909
71 33 7.806
61 20 6.551
99 92 2.592
97 75 5.226
72 25 7.135
81 76 4.960
 5  0 0.800
71 12 0.831
73 33 5.494
56 32 0.850
92 62 8.429
26 21 2.802
73 49 9.736
 8  4 3.746
81 37 2.306
74  0 0.435
67 47 8.684
88 54 9.545
41  7 7.571
40 21 4.885
90  2 2.245
98 92 0.186
54 29 0.640
81 17 5.476
89 59 8.085
90 32 7.441
56 29 1.861
27 24 6.347
79  6 2.802
38  4 7.075
89 68 5.674
98 93 3.843
94 86 4.092
43 39 7.202
96  8 6.457
38  6 0.116
21 19 8.327
82 12 7.825
36 35 2.156
47 39 1.654
81 24 6.353
57 40 6.160
71 51 4.518
73 50 3.035
68 44 8.745
72 52 1.446
76  6 0.816
62 55 2.898
92 37 5.388
60 28 3.136
92 56 1.412
65 48 4.105
49  3 5.380
85 22 1.993
31 20 1.143
40 11 0.325
95 14 4.075
76 10 1.849
82 59 8.877
28 22 7.015
60 11 2.139
60 17 3.409
35  4 3.520
71  8 2.750
66 44 6.889
49 17 5.549
45 33 3.574
51 47 10.077
31 21 8.461
53  5 0.652
45 18 6.001
65 38 7.503
14  7 3.415
44 39 1.319
52 40 2.517
77 41 7.111
35 14 8.997
40 15 3.016
65 57 5.061
22  0 4.354
70  1 6.455
97 60 4.801
94 32 2.638
95 43 2.794
47 14 0.303
79 39 4.483
13  0 2.077
88 51 5.357
 9  8 10.040
87 39 2.319
58 24 8.423
33 17 9.451
95 34 8.399
87 84 7.873
36 18 7.627
98  3 8.421
59  2 3.090
